ranking,ISBN,description,author,avg_rating,title,num_ratings,score,awards,voted,year,pages
1681,9780345360335,"This is Simon de Montfort's story—and the story of King Henry III, as weak and changeable as Montfort was brash and unbending. It is a saga of two opposing wills that would later clash in a storm of violence and betrayal, a story straight from the pages of history that brings the world of the thirteenth century completely, provocatively, and magnificently alive. Above all,",Sharon Kay Penman,4.39,"Falls the Shadow  (Welsh Princes, #2)","7,864",296,None,4,1988,580
1681,9781420926309,"""Gitanjali,"" or Song Offerings, is a collection of poems translated by the author, Rabindranath Tagore, from the original Bengali. This collection won the Nobel prize for Tagore in 1913. This volume includes the original introduction by William Butler Yeats that accompanied the 1911 English language version. ""Gitanjali"" is a collection of over 100 inspirational poems by In",Rabindranath Tagore,4.33,Gitanjali: Song Offerings,"7,016",296,None,4,1910,80
1763,9780939306060,"One of the most important exponents of Situationist ideas presents an impassioned critique of modern capitalism in this cornerstone of modern radical thought. Published in early 1968, it both kindled and colored the May 1968 upheavals in France, which captured the attention of the world. Naming and defining the alienating features of everyday life in consumer society: surv",Raoul Vaneigem,4.19,The Revolution of Everyday Life,"1,116",271,None,4,1967,279
1763,9780385333788,"Kurt Vonnegut’s first novel spins the chilling tale of engineer Paul Proteus, who must find a way to live in a world dominated by a supercomputer and run completely by machines. Paul’s rebellion is vintage Vonnegut—wildly funny, deadly serious, and terrifyingly close to reality.",Kurt Vonnegut,3.86,Player Piano,"38,360",271,International Fantasy Award Nominee for Fiction (1953),5,1952,341
1763,9782070404025,"« Solennels parmi les couples sans amour, ils dansaient, d'eux seuls préoccupés, goûtaient l'un à l'autre, soigneux, profonds, perdus. Béate d'être tenue et guidée, elle ignorait le monde, écoutait le bonheur dans ses veines, parfois s'admirant dans les hautes glaces des murs, élégante, émouvante, exceptionnelle, femme aimée, parfois reculant la tête pour mieux le voir qui",Albert Cohen,4.13,Belle du Seigneur,"1,966",271,"Grand Prix du Roman de l'Académie française (1968),Scott Moncrieff Prize for David Coward (1996),Mikael Agricola -palkinto (2004)",3,1968,1110
1763,9780446617581,"In this classic from a #1 ""New York Times"" bestselling author, Detective Harry Bosch thought he'd stopped the serial killer known as the Dollmaker. Now the dead man's widow is suing Harry and the LAPD for shooting the wrong man--an accusation that rings true when a new victim is discovered with the Dollmaker's macabre signature.",Michael Connelly,4.13,"The Concrete Blonde (Harry Bosch, #3; Harry Bosch Universe, #3)","38,836",271,"Anthony Award Nominee for Best Novel (1995),Dilys Award Nominee (1995)",4,1994,484
1678,9780571209057,"In the final days of the Second World War, Hugh Selwyn Mauberley scrawls his desperate account on the walls and ceilings of his ice-cold prison high in the Austrian Alps. Officers of the liberating army discover his frozen, disfigured corpse and his astonishing testament - the sordid truth that he alone possessed. Fascinated but horrified, they learn of a dazzling array of",Timothy Findley,3.98,Famous Last Words,"1,410",297,None,3,1981,416
1678,9780425181645,"E=mc². Just about everyone has at least heard of Albert Einstein's formulation of 1905, which came into the world as something of an afterthought. But far fewer can explain his insightful linkage of energy to mass. David Bodanis offers an easily grasped gloss on the equation. Mass, he writes, ""is simply the ultimate type of condensed or concentrated energy,"" whereas energy",David Bodanis,4.08,E=mc²: A Biography of the World's Most Famous Equation,"6,330",297,Independent Publisher Book Award (IPPY) Nominee for Science (Finalist) (2001),4,2000,337
1674,9780918786500,"Poetry. Frank Stanford was called by Pulitzer Prize-winning writer Alan Dugan a brilliant poet, ample in his work, like Whitman. He was the founder of Lost Roads Publishers and the author of a number of important works, among them the epic THE BATTLEFIELD WHERE THE MOON SAYS I LOVE YOU, reprinted by Lost Roads under the editorship of Forrest Gander and C.D. Wright. Frank S",Frank Stanford,4.69,The Battlefield Where the Moon Says I Love You,,298,None,3,1977,383
1758,9780156007467,"A new edition of the groundbreaking spiritual treasure, with a foreword by bestselling author Marianne Williamson .,Since its original publication in 1949, In Search of the Miraculous has been hailed as the most valuable and reliable documentation of G. I. Gurdjieff's thoughts and universal view. This historic and influential work is considered by many to be a primer of mys",P.D. Ouspensky,4.26,In Search of the Miraculous: Fragments of an Unknown Teaching,"1,659",272,None,5,1947,416
1678,9780802150844,"A major influence on civil rights, anti-colonial, and black consciousness movements around the world, Black Skin, White Masks is the unsurpassed study of the black psyche in a white world. Hailed for its scientific analysis and poetic grace when it was first published in 1952, the book remains a vital force today. “[Fanon] demonstrates how insidiously the problem of race,",Frantz Fanon,4.23,"Black Skin, White Masks","7,487",297,None,4,1952,240
1674,9781583224717,"Lithium for Medea is a tale of addiction: to drugs, physical love, and dysfunctional family chains. It is also a tale of mothers and daughters, their mutual rebellion and unconscious mimicry. Rose grew up with an emotionally crippled, narcissistic mother while her father, a veteran gambler, spent his waking hours in the garden cut off from his wife's harangues. Now an adul",Kate Braverman,3.94,Lithium for Medea,,298,None,3,1981,366
1674,9780007174164,"An alternate cover edition of this ISBN can be found ,.,Mr. and Mrs. Brown first met Paddington, a most endearing bear from Darkest Peru on a railway platform in London. A sign hanging around his neck said, ""Please look after this bear. Thank you"" So that is just what they did.,From the very first night when he attempted his first bath and ended up nearly flooding the hou",Michael Bond,4.22,"A Bear Called Paddington (Paddington, #1)","66,029",298,None,6,1958,159
1758,9780385311335,"Larkin's family welcomes Sophie into their home, caring for her and teaching her games and new words. They come to love this baby as their own, all the while knowing that eventually Sophie's mother will return one day to take her from them.",Patricia MacLachlan,4.03,Baby,"1,466",272,"Rebecca Caudill Young Reader's Book Award Nominee (1996),South Carolina Book Award for Junior Book Award (1996),Dorothy Canfield Fisher Children's Book Award Nominee (1995)",3,1993,144
1771,9780679760238,"Whether he is evoking the blind carnage of the Tet offensive, the theatrics of his fellow Americans, or the unraveling of his own illusions, Wolff brings to this work the same uncanny eye for detail, pitiless candor and mordant wit that made This Boy's Life a modern classic.",Tobias Wolff,4.08,In Pharaoh's Army: Memories of the Lost War,"2,222",270,"National Book Award Finalist for Nonfiction (1994),Alabama Author Award - Nonfiction (1995)",4,1994,240
1758,9780486280592,"The literary theories of American expatriate Gertrude Stein (1874–1946) strongly influenced a generation of young American writers (notably Hemingway), and her ideas about writing still provoke and stimulate.,Although much of her own work embodies innovative experimentation with language and sound, the present volume is fairly conventional in style and quite accessible. Reg",Gertrude Stein,3.12,Three Lives,"2,924",272,None,4,1909,176
1756,9780099592419,"Moraes 'Moor' Zogoiby is a 'high-born crossbreed', the last surviving scion of a dynasty of Cochinise spice merchants and crime lords. He is also a compulsive storyteller and an exile. As he travels a route that takes him from India to Spain, he leaves behind a labyrinthine tale of mad passions and volcanic family hatreds, of",Salman Rushdie,3.92,The Moor's Last Sigh,"11,036",273,"Man Booker Prize Nominee (1995),Whitbread Award for Novel (1995),Aristeion Prize (1996)",4,1995,434
1756,9780375508356,This story of a young woman's confrontation with death and her past is a poetic study of human relations.,Eudora Welty,3.49,The Optimist's Daughter,"8,091",273,"Pulitzer Prize for Fiction (1973),National Book Award Finalist for Fiction (1973)",4,1972,180
1750,9780679779070,"In 1957, Ryszard Kapuscinski arrived in Africa to witness the beginning of the end of colonial rule as the first African correspondent of Poland's state newspaper. From the early days of independence in Ghana to the ongoing ethnic genocide in Rwanda, Kapuscinski has crisscrossed vast distances pursuing the swift, and often violent, events that followed liberation. Kapuscin",Ryszard Kapuściński,4.37,The Shadow of the Sun,"7,857",274,None,3,1998,336
1750,9780765348784,"The Malazan Empire simmers with discontent, bled dry by interminable warfare, bitter infighting, and bloody confrontations. Even the imperial legions, long inured to the bloodshed, yearn for some respite. Yet Empress Laseen's rule remains absolute, enforced by her dread Claw assassins. ,For Sergeant Whiskeyjack and his squad of Bridgeburners, and for Tattersail, surviving c",Steven Erikson,3.86,"Gardens of the Moon (The Malazan Book of the Fallen, #1)","68,201",274,World Fantasy Award Nominee for Best Novel (2000),3,1999,666
